date;year;month;day;T;P;Q_obs;Q_sim
06.12.2014;2014;12;6;-23.06;1.25;14.1;8.02
07.12.2014;2014;12;7;-6.81;1.45;13.8;7.73
08.12.2014;2014;12;8;-2.8;0.1;13.5;7.45
09.12.2014;2014;12;9;-8.46;0.05;13;7.18
10.12.2014;2014;12;10;-8.64;2.15;12.7;6.92
11.12.2014;2014;12;11;-6.04;1;12.4;6.67
12.12.2014;2014;12;12;-6.3;3.23;12.4;6.42
13.12.2014;2014;12;13;-2.41;3.93;12.1;6.19
14.12.2014;2014;12;14;-1.44;1.5;11.9;5.96
15.12.2014;2014;12;15;-1.31;0.75;11.6;5.75
16.12.2014;2014;12;16;-3.35;0.13;11.6;5.54
17.12.2014;2014;12;17;-2.64;0.38;11.3;5.34
18.12.2014;2014;12;18;-3.27;0.4;11.3;5.14
19.12.2014;2014;12;19;-1.74;0.2;11.1;4.96
20.12.2014;2014;12;20;-4.21;2.1;11.1;4.77
21.12.2014;2014;12;21;-1.25;7.58;11;4.6
22.12.2014;2014;12;22;-1.36;2.13;11.3;4.43
23.12.2014;2014;12;23;-4.5;3.13;11.2;4.27
24.12.2014;2014;12;24;-7.64;0.85;11.2;4.12
25.12.2014;2014;12;25;-8.35;1.73;11.5;3.97
26.12.2014;2014;12;26;-13;1.88;11.5;3.82
27.12.2014;2014;12;27;-15.89;1.28;11.7;3.68
28.12.2014;2014;12;28;-14.2;0.35;11.9;3.55
29.12.2014;2014;12;29;-13.29;3.2;11.9;3.42
30.12.2014;2014;12;30;-15.26;1.28;11.9;3.3
31.12.2014;2014;12;31;-23.68;0.43;12.1;3.18
01.01.2015;2015;1;1;-31.33;0;12.1;3.06
02.01.2015;2015;1;2;-27.4;0.13;12.1;2.95
03.01.2015;2015;1;3;-14.61;6.53;12.3;2.84
04.01.2015;2015;1;4;-2.9;0.8;12.3;2.74
05.01.2015;2015;1;5;-2.54;0.9;12;2.64
06.01.2015;2015;1;6;-18.24;1.4;12;2.54
07.01.2015;2015;1;7;-32.88;0.25;11.4;2.45
08.01.2015;2015;1;8;-34.93;0.5;11.4;2.36
09.01.2015;2015;1;9;-38.54;0;11.1;2.27
10.01.2015;2015;1;10;-33.8;1.5;10.8;2.19
11.01.2015;2015;1;11;-9.31;4.75;10.5;2.11
12.01.2015;2015;1;12;-7.6;2.05;10.2;2.03
13.01.2015;2015;1;13;-3.76;5;10.4;1.96
14.01.2015;2015;1;14;-7.86;3.75;10;1.89
15.01.2015;2015;1;15;-7.46;1.45;9.72;1.82
16.01.2015;2015;1;16;-3.85;1.8;9.9;1.75
17.01.2015;2015;1;17;-5.13;0;9.57;1.69
18.01.2015;2015;1;18;-3.04;4.08;9.74;1.63
19.01.2015;2015;1;19;-6.03;0.63;9.74;1.57
20.01.2015;2015;1;20;-13.96;0.53;9.58;1.51
21.01.2015;2015;1;21;-10.4;1.43;9.91;1.46
22.01.2015;2015;1;22;-22.23;0.15;10.1;1.4
23.01.2015;2015;1;23;-28.23;0;10.4;1.35
24.01.2015;2015;1;24;-21.04;1.75;10.2;1.3
25.01.2015;2015;1;25;-11.19;2.65;10.2;1.26
26.01.2015;2015;1;26;-9.33;0;10.2;1.21
27.01.2015;2015;1;27;-12.93;0.63;10.2;1.17
28.01.2015;2015;1;28;-12.29;1.58;10.2;1.12
29.01.2015;2015;1;29;-11.51;1.25;10.2;1.08
30.01.2015;2015;1;30;-9.98;0.85;10.2;1.04
31.01.2015;2015;1;31;-10.1;1.78;10.2;1.01
01.02.2015;2015;2;1;-6.61;0.38;10.2;0.97
02.02.2015;2015;2;2;-5.08;1.95;10.4;0.93
03.02.2015;2015;2;3;-3.04;3.55;10.4;0.9
04.02.2015;2015;2;4;-4.96;6.8;10.4;0.87
05.02.2015;2015;2;5;-5.16;4.65;10.5;0.84
06.02.2015;2015;2;6;-12.81;2.53;10.5;0.81
07.02.2015;2015;2;7;-20.44;0.08;10.5;0.78
08.02.2015;2015;2;8;-18.31;0.03;10.3;0.75
09.02.2015;2015;2;9;-13.91;1.2;10.3;0.72
10.02.2015;2015;2;10;-8.28;1.28;10.3;0.69
11.02.2015;2015;2;11;-6.3;6.25;10.5;0.67
12.02.2015;2015;2;12;-2.01;2.9;10.6;0.64
13.02.2015;2015;2;13;-1.96;1.75;10.4;0.62
14.02.2015;2015;2;14;-6.68;0.75;10.5;0.6
15.02.2015;2015;2;15;-9.16;2.73;10.7;0.58
16.02.2015;2015;2;16;-13.4;0.25;10.8;0.56
17.02.2015;2015;2;17;-14.9;0.1;10.5;0.54
18.02.2015;2015;2;18;-13.34;0.08;10.5;0.52
19.02.2015;2015;2;19;-14.19;0;10.7;0.5
20.02.2015;2015;2;20;-12.03;1.1;10.2;0.48
21.02.2015;2015;2;21;-1.96;1.08;10.2;0.46
22.02.2015;2015;2;22;0.4;0.73;10.2;0.44
23.02.2015;2015;2;23;-0.2;1.95;10.2;0.43
24.02.2015;2015;2;24;-1.38;0.75;10.2;0.41
25.02.2015;2015;2;25;0.05;0;10.4;0.4
26.02.2015;2015;2;26;0.51;0;10.4;0.38
27.02.2015;2015;2;27;-0.59;0;10.4;0.37
28.02.2015;2015;2;28;-5.18;0;10.4;0.36
01.03.2015;2015;3;1;-4.76;0;10.8;0.34
02.03.2015;2015;3;2;-4.63;0;10.8;0.33
03.03.2015;2015;3;3;-3.1;0;10.8;0.32
04.03.2015;2015;3;4;-2.91;0;11.3;0.31
05.03.2015;2015;3;5;-3.8;0;11.3;0.3
06.03.2015;2015;3;6;-4.19;0;11.1;0.29
07.03.2015;2015;3;7;-5.08;0;11.1;0.27
08.03.2015;2015;3;8;-4.84;0.15;11.1;0.26
09.03.2015;2015;3;9;-2.63;5.65;11.1;0.26
10.03.2015;2015;3;10;1.29;0.6;11.5;0.26
11.03.2015;2015;3;11;1.38;0;11.5;0.3
12.03.2015;2015;3;12;1.25;5;11.5;0.45
13.03.2015;2015;3;13;-1;0;11.5;0.68
14.03.2015;2015;3;14;2.24;0;11.5;0.95
15.03.2015;2015;3;15;0.54;0;11.5;1.14
16.03.2015;2015;3;16;-2.94;0;11.5;1.23
17.03.2015;2015;3;17;2.31;0;11.5;1.31
18.03.2015;2015;3;18;2.94;0;11.5;1.51
19.03.2015;2015;3;19;2.6;0;11.5;1.93
20.03.2015;2015;3;20;4.66;0;11.5;2.7
21.03.2015;2015;3;21;0.03;4;11.7;3.56
22.03.2015;2015;3;22;-6.04;3.4;11.9;4.16
23.03.2015;2015;3;23;-9.44;0;11.4;4.32
24.03.2015;2015;3;24;-7.74;0.25;11.6;4.16
25.03.2015;2015;3;25;-4.35;4.75;11.6;4.01
26.03.2015;2015;3;26;-8.19;0.03;11.6;3.86
27.03.2015;2015;3;27;-7.33;0.08;11.6;3.72
28.03.2015;2015;3;28;-4.64;0;11.1;3.59
29.03.2015;2015;3;29;-2.68;0;11.1;3.46
30.03.2015;2015;3;30;-2.26;0;11.1;3.33
31.03.2015;2015;3;31;-0.65;0;11.1;3.21
01.04.2015;2015;4;1;0.69;0;11.1;3.09
02.04.2015;2015;4;2;3.21;0;10.6;3.14
03.04.2015;2015;4;3;4.56;0;10.6;3.65
04.04.2015;2015;4;4;3.76;0;10.6;4.78
05.04.2015;2015;4;5;2.06;0;10.6;6.19
06.04.2015;2015;4;6;2.24;0.48;10.6;7.42
07.04.2015;2015;4;7;0.93;3.63;10.6;8.46
08.04.2015;2015;4;8;1.28;0.6;10.6;9.37
09.04.2015;2015;4;9;1.51;1.8;10.6;10.2
10.04.2015;2015;4;10;1.2;3.6;10.6;11.05
11.04.2015;2015;4;11;1.3;0.5;10.8;11.92
12.04.2015;2015;4;12;0.54;3.5;11.4;12.54
13.04.2015;2015;4;13;4.08;0;11.5;13.15
14.04.2015;2015;4;14;5.84;0;12.3;15
15.04.2015;2015;4;15;5.84;0;13.3;19.22
16.04.2015;2015;4;16;5.03;0.25;14.7;25.62
17.04.2015;2015;4;17;2.4;4.25;16.9;33
18.04.2015;2015;4;18;2.44;2.5;19.7;40.14
19.04.2015;2015;4;19;1.18;1.5;23;45.63
20.04.2015;2015;4;20;2.39;1;28;49.21
21.04.2015;2015;4;21;0.8;5.75;36.6;52.3
22.04.2015;2015;4;22;1.14;2.73;47.8;55.81
23.04.2015;2015;4;23;1.16;1.48;61.2;59.08
24.04.2015;2015;4;24;0.8;5.75;78;61.84
25.04.2015;2015;4;25;2.3;3;104;65.27
26.04.2015;2015;4;26;1.54;0;139;69.11
27.04.2015;2015;4;27;1.03;0;178;71.21
28.04.2015;2015;4;28;5.48;0;224;72.69
29.04.2015;2015;4;29;9.9;0.08;232;82.41
30.04.2015;2015;4;30;14.63;0.23;278;122.68
01.05.2015;2015;5;1;7.99;0;294;194.48
02.05.2015;2015;5;2;7.54;0;319;275.97
03.05.2015;2015;5;3;14.35;0;352;354.33
04.05.2015;2015;5;4;15.85;0;392;410.1
05.05.2015;2015;5;5;8.04;0.4;436;432.5
06.05.2015;2015;5;6;4.2;0;475;414.9
07.05.2015;2015;5;7;5.88;0;497;374.61
08.05.2015;2015;5;8;3.41;0;506;337.91
09.05.2015;2015;5;9;4.98;0;495;304.46
10.05.2015;2015;5;10;8.91;0;471;274.33
11.05.2015;2015;5;11;13.28;0;438;247.17
12.05.2015;2015;5;12;16.2;0;400;222.7
13.05.2015;2015;5;13;16.41;0;368;200.66
14.05.2015;2015;5;14;14.95;0.5;329;181.05
15.05.2015;2015;5;15;16.26;1.5;303;164.34
16.05.2015;2015;5;16;16.74;0;276;149.97
17.05.2015;2015;5;17;13.7;0.43;228;136.92
18.05.2015;2015;5;18;11.86;0.38;160;124.5
19.05.2015;2015;5;19;11.85;0.4;116;112.97
20.05.2015;2015;5;20;11.6;0;96.6;103.7
21.05.2015;2015;5;21;15.68;0;82.6;97.06
22.05.2015;2015;5;22;15.35;0;73.5;92.65
23.05.2015;2015;5;23;14.76;0;66.5;89.28
24.05.2015;2015;5;24;13.36;0;60.2;86.03
25.05.2015;2015;5;25;9.56;3;53.9;83.02
26.05.2015;2015;5;26;13.18;0;48.4;80.25
27.05.2015;2015;5;27;18.11;0;44.8;77.57
28.05.2015;2015;5;28;20.06;3;41.2;74.95
29.05.2015;2015;5;29;23.3;0;38.8;72.38
30.05.2015;2015;5;30;23.4;1;35.8;69.92
31.05.2015;2015;5;31;21.89;4.3;32.8;67.54
01.06.2015;2015;6;1;22.28;0;29.9;65.22
02.06.2015;2015;6;2;22.33;0;28.8;62.97
03.06.2015;2015;6;3;21.06;7;27.2;60.78
04.06.2015;2015;6;4;20.16;0;26.6;58.65
05.06.2015;2015;6;5;15.7;12.08;27.2;56.71
06.06.2015;2015;6;6;13.68;1.23;30.5;54.92
07.06.2015;2015;6;7;13.91;0;30.5;53.17
08.06.2015;2015;6;8;12.1;2;28.3;51.43
09.06.2015;2015;6;9;9.25;0.3;25.5;49.65
10.06.2015;2015;6;10;7.63;0.3;23.9;47.92
11.06.2015;2015;6;11;11.24;0.3;21.7;46.24
12.06.2015;2015;6;12;11.39;9;20.6;44.67
13.06.2015;2015;6;13;9.46;11;19.6;43.49
14.06.2015;2015;6;14;13.53;0.5;18.9;42.62
15.06.2015;2015;6;15;15.59;1.35;18.1;41.74
16.06.2015;2015;6;16;19.48;4.33;18.1;40.73
17.06.2015;2015;6;17;16.18;1.23;18.1;39.66
18.06.2015;2015;6;18;12.29;14.5;18.9;38.98
19.06.2015;2015;6;19;14.88;0;19.2;38.51
20.06.2015;2015;6;20;17.69;0;19.6;37.9
21.06.2015;2015;6;21;24.7;0;19.6;36.89
22.06.2015;2015;6;22;25.8;0.25;21.7;35.55
23.06.2015;2015;6;23;25.45;0.95;23.3;34.28
24.06.2015;2015;6;24;20.83;0.85;21.1;33.08
25.06.2015;2015;6;25;17.73;1.05;19.6;31.93
26.06.2015;2015;6;26;17.66;0;18.5;30.82
27.06.2015;2015;6;27;17.56;0;18.5;29.72
28.06.2015;2015;6;28;22.31;0;21.1;28.65
29.06.2015;2015;6;29;19.54;28.5;25.5;27.68
30.06.2015;2015;6;30;13.85;1.5;28.3;26.88
01.07.2015;2015;7;1;15.01;0.5;29.9;26.21
02.07.2015;2015;7;2;16.35;1.5;31.6;25.56
03.07.2015;2015;7;3;11.11;0;32.8;24.84
04.07.2015;2015;7;4;10.08;0;35.8;24.06
05.07.2015;2015;7;5;11.44;1.05;37;23.25
06.07.2015;2015;7;6;8.94;2.25;37.6;22.49
07.07.2015;2015;7;7;6.85;1.08;38.2;21.82
08.07.2015;2015;7;8;12.08;0.23;37.6;21.17
09.07.2015;2015;7;9;13.09;0;35.2;20.49
10.07.2015;2015;7;10;12.78;0;32.8;19.77
11.07.2015;2015;7;11;16.15;0;29.9;19.06
12.07.2015;2015;7;12;14.08;18.75;26.6;18.51
13.07.2015;2015;7;13;13.28;25.25;26.1;19.08
14.07.2015;2015;7;14;13.35;0.25;27.2;20.62
15.07.2015;2015;7;15;13.3;7.75;33.4;22.8
16.07.2015;2015;7;16;14.06;0;47.2;24.6
17.07.2015;2015;7;17;13.49;0;63.7;25.35
18.07.2015;2015;7;18;11.55;0;78.4;25.24
19.07.2015;2015;7;19;13.98;0;85.4;24.32
20.07.2015;2015;7;20;15.73;1.5;85.4;23.54
21.07.2015;2015;7;21;14.15;10.08;78.4;23.49
22.07.2015;2015;7;22;16.91;8.73;66.5;24.77
23.07.2015;2015;7;23;12.9;8.5;55.3;27.47
24.07.2015;2015;7;24;14.71;0;46.6;30.21
25.07.2015;2015;7;25;15.01;5;40.6;32.03
26.07.2015;2015;7;26;14.7;0;34.6;32.75
27.07.2015;2015;7;27;12.54;0;38.2;32.59
28.07.2015;2015;7;28;16.15;0;46;31.92
29.07.2015;2015;7;29;16.34;1.25;55.3;30.84
30.07.2015;2015;7;30;18.88;4.25;60.2;30.14
31.07.2015;2015;7;31;18.34;0.5;60.9;29.75
01.08.2015;2015;8;1;16.79;2.5;59.5;29.44
02.08.2015;2015;8;2;14.3;14;51.8;29.55
03.08.2015;2015;8;3;15.63;5.25;47.8;30.42
04.08.2015;2015;8;4;13.01;2;45.4;31.71
05.08.2015;2015;8;5;13.84;2.75;47.8;32.59
06.08.2015;2015;8;6;13.24;0;56;32.61
07.08.2015;2015;8;7;12.55;0;65.8;32.04
08.08.2015;2015;8;8;15.2;0.08;74.9;31.1
09.08.2015;2015;8;9;16.71;1.48;79.1;30.06
10.08.2015;2015;8;10;14.59;10.75;81.9;29.59
11.08.2015;2015;8;11;14.91;8;78.4;30.15
12.08.2015;2015;8;12;15.28;1;72.8;31.24
13.08.2015;2015;8;13;12.84;0;64.4;31.82
14.08.2015;2015;8;14;16.3;0.58;61.6;31.41
15.08.2015;2015;8;15;12.33;8.35;62.3;30.89
16.08.2015;2015;8;16;12.45;2.38;63.7;30.96
17.08.2015;2015;8;17;11.64;5.5;67.9;31.57
18.08.2015;2015;8;18;9.15;20;71.4;33.71
19.08.2015;2015;8;19;9.48;2;75.6;37.11
20.08.2015;2015;8;20;12.64;0;77;40.13
21.08.2015;2015;8;21;14;0;77.7;40.97
22.08.2015;2015;8;22;12.36;11;81.9;41.2
23.08.2015;2015;8;23;5.81;0.3;97.3;42.55
24.08.2015;2015;8;24;6.29;0.08;109;43.91
25.08.2015;2015;8;25;7.7;0.73;116;43.93
26.08.2015;2015;8;26;9.55;0;114;42.62
27.08.2015;2015;8;27;9.33;0.3;104;41.33
28.08.2015;2015;8;28;10.41;0;90.3;40
29.08.2015;2015;8;29;7.69;0;76.3;38.62
30.08.2015;2015;8;30;5.88;1;66.5;37.35
31.08.2015;2015;8;31;7.36;4;59.5;36.58
01.09.2015;2015;9;1;4.38;3.13;54.6;36.53
02.09.2015;2015;9;2;5.81;0.38;51.1;36.76
03.09.2015;2015;9;3;6.86;0;47.8;36.54
04.09.2015;2015;9;4;7.76;0;46;35.62
05.09.2015;2015;9;5;10.19;0.08;45.4;34.37
06.09.2015;2015;9;6;9.98;1.23;44.8;33.23
07.09.2015;2015;9;7;11.39;2.75;43.6;32.45
08.09.2015;2015;9;8;16.24;2.25;42.4;32.09
09.09.2015;2015;9;9;12.71;0.3;40.6;31.83
10.09.2015;2015;9;10;10.28;0.3;39.4;31.31
11.09.2015;2015;9;11;8.25;0;38.2;30.44
12.09.2015;2015;9;12;7.9;0;37.6;29.39
13.09.2015;2015;9;13;8.55;0;37;28.34
14.09.2015;2015;9;14;9.94;0;35.8;27.31
15.09.2015;2015;9;15;13.4;0;34;26.32
16.09.2015;2015;9;16;10.55;0;32.2;25.36
17.09.2015;2015;9;17;8.78;0.2;30.5;24.44
18.09.2015;2015;9;18;10.51;2.6;29.4;23.64
19.09.2015;2015;9;19;10.83;6.08;28.3;23.14
20.09.2015;2015;9;20;11.96;9.23;27.7;23.24
21.09.2015;2015;9;21;11.08;0;26.6;23.64
22.09.2015;2015;9;22;12.05;0;26.1;23.76
23.09.2015;2015;9;23;15.15;0;25;23.28
24.09.2015;2015;9;24;12.05;0;26.1;22.43
25.09.2015;2015;9;25;11.65;0.08;27.7;21.62
26.09.2015;2015;9;26;12.24;0.23;28.8;20.85
27.09.2015;2015;9;27;15.24;0;29.9;20.11
28.09.2015;2015;9;28;17.76;0.5;30.5;19.41
29.09.2015;2015;9;29;16.23;0;31;18.74
30.09.2015;2015;9;30;3.99;0.18;31;18.09
01.10.2015;2015;10;1;4.43;1.28;32.2;17.48
02.10.2015;2015;10;2;5.11;9.33;32.8;17.08
03.10.2015;2015;10;3;3.36;4.23;34;17.03
04.10.2015;2015;10;4;2.06;0.08;35.2;17.12
05.10.2015;2015;10;5;3.35;4.48;32.2;17.19
06.10.2015;2015;10;6;1.59;1.55;32.2;17.2
07.10.2015;2015;10;7;-1.48;0;41.8;17.13
08.10.2015;2015;10;8;-2.74;1;51.8;16.87
09.10.2015;2015;10;9;-2.86;4.75;58.8;16.34
10.10.2015;2015;10;10;-3.84;1.65;59.5;15.74
11.10.2015;2015;10;11;-6.33;2.1;58.1;15.17
12.10.2015;2015;10;12;-4.8;4.65;56.7;14.62
13.10.2015;2015;10;13;-6.19;2.4;56;14.08
14.10.2015;2015;10;14;-0.69;2.25;56.7;13.57
15.10.2015;2015;10;15;0.53;3.5;58.1;13.08
16.10.2015;2015;10;16;-7.23;0.25;62.3;12.6
17.10.2015;2015;10;17;0.96;3.5;65.1;12.28
18.10.2015;2015;10;18;1.5;7.5;67.9;12.46
19.10.2015;2015;10;19;-0.94;4.25;70;13.01
20.10.2015;2015;10;20;-2.58;1;73.5;13.4
21.10.2015;2015;10;21;-5.99;0;77.7;13.28
22.10.2015;2015;10;22;-3.81;0;79.8;12.8
23.10.2015;2015;10;23;-0.64;0.05;82.6;12.33
24.10.2015;2015;10;24;-1;4.23;81.2;11.88
25.10.2015;2015;10;25;-0.96;0.23;83.3;11.45
26.10.2015;2015;10;26;-1.69;5.25;80.5;11.03
27.10.2015;2015;10;27;0.28;11;72.8;10.63
28.10.2015;2015;10;28;-0.89;0.85;77;10.24
29.10.2015;2015;10;29;-2.18;0.8;78.4;9.87
30.10.2015;2015;10;30;-4.53;0.85;73.5;9.51
31.10.2015;2015;10;31;-5.75;0.9;68.5;9.16
01.11.2015;2015;11;1;-2.51;4.33;69.2;8.83
02.11.2015;2015;11;2;-1.99;7.23;67.8;8.51
03.11.2015;2015;11;3;0.3;4.5;61.7;8.2
04.11.2015;2015;11;4;0;2;61.2;7.9
05.11.2015;2015;11;5;-0.19;1.35;60.9;7.61
06.11.2015;2015;11;6;-0.84;4.5;58.8;7.34
07.11.2015;2015;11;7;-3.76;1.18;54.7;7.07
08.11.2015;2015;11;8;-7.18;0.45;53.6;6.81
09.11.2015;2015;11;9;-12.9;0.48;54.1;6.56
10.11.2015;2015;11;10;-16.37;0.2;50.2;6.32
11.11.2015;2015;11;11;-10.39;3.9;49.4;6.09
12.11.2015;2015;11;12;-2.3;4.5;48.6;5.87
13.11.2015;2015;11;13;-3.73;3.78;47.8;5.66
14.11.2015;2015;11;14;-10.2;0.13;47;5.45
15.11.2015;2015;11;15;-9.53;0.4;46.2;5.25
16.11.2015;2015;11;16;-9.83;0.15;45.4;5.06
17.11.2015;2015;11;17;-11.84;1.1;44.6;4.88
18.11.2015;2015;11;18;-10.93;0.65;43.8;4.7
19.11.2015;2015;11;19;-14.44;0.15;43;4.53
20.11.2015;2015;11;20;-14.23;0;42.3;4.37
21.11.2015;2015;11;21;-11.03;0.5;41.5;4.21
22.11.2015;2015;11;22;-5.49;3.55;40.7;4.05
23.11.2015;2015;11;23;-5.46;7.15;39.9;3.91
24.11.2015;2015;11;24;-3.59;0.35;39.1;3.76
25.11.2015;2015;11;25;-3.35;0.35;38.3;3.63
26.11.2015;2015;11;26;-5.74;0;37.5;3.49
27.11.2015;2015;11;27;-8.2;0.08;36.7;3.37
28.11.2015;2015;11;28;-3.55;0.73;35.9;3.24
29.11.2015;2015;11;29;-0.19;0.3;35.3;3.13
30.11.2015;2015;11;30;-3.11;0;35;3.01
01.12.2015;2015;12;1;-3.71;1.05;34.6;2.9
02.12.2015;2015;12;2;-2.28;5.25;34.3;2.8
03.12.2015;2015;12;3;-3.46;0;34;2.7
04.12.2015;2015;12;4;-4.35;0.75;33.4;2.6
05.12.2015;2015;12;5;-4.11;0.85;33.8;2.5
06.12.2015;2015;12;6;-3.31;2.75;33.8;2.41
07.12.2015;2015;12;7;-0.29;12.5;34.2;2.32
08.12.2015;2015;12;8;-1.84;6.35;33.6;2.24
09.12.2015;2015;12;9;-3.71;0.9;32.9;2.16
10.12.2015;2015;12;10;-4.2;4.13;32.6;2.08
11.12.2015;2015;12;11;0.68;1.18;32.9;2
12.12.2015;2015;12;12;0.03;3.6;32.6;1.93
13.12.2015;2015;12;13;-3.11;4;32.3;1.86
14.12.2015;2015;12;14;-6.43;3.4;31.2;1.79
15.12.2015;2015;12;15;-10.35;0.78;30.6;1.73
16.12.2015;2015;12;16;-8.36;0.38;30.6;1.66
17.12.2015;2015;12;17;-11.31;1.03;30.2;1.6
18.12.2015;2015;12;18;-17.49;0.55;29.9;1.55
19.12.2015;2015;12;19;-21.86;0.08;29.2;1.49
20.12.2015;2015;12;20;-22.14;0;28.9;1.44
21.12.2015;2015;12;21;-17.64;2.65;28.9;1.38
22.12.2015;2015;12;22;-5.05;9;28.2;1.33
23.12.2015;2015;12;23;-0.05;2.3;28.2;1.28
24.12.2015;2015;12;24;-1.33;3.33;27.3;1.24
25.12.2015;2015;12;25;-8.69;0.23;27;1.19
26.12.2015;2015;12;26;-20.39;0.35;27;1.15
27.12.2015;2015;12;27;-13.13;1.65;26.7;1.11
28.12.2015;2015;12;28;-12.4;2.13;26.7;1.07
29.12.2015;2015;12;29;-14.29;0.6;26.5;1.03
30.12.2015;2015;12;30;-19.85;0.28;26.5;0.99
31.12.2015;2015;12;31;-24.57;0;25.9;0.95
